1.928986763408661320e-01,5.612413004461950239e-01,1.000000000000000000e+00,1.711729431810218166e-02,1.064600000000000000e+04,1.000000000000000000e+00,1.000000000000000000e+00
4.273910465882871379e-01,7.727854512548826271e-01,1.000000000000000000e+00,1.242671853473634701e-02,1.691700000000000000e+04,1.000000000000000000e+00,1.000000000000000000e+00
5.343876879285534010e-01,8.943379255136095773e-01,4.000000000000000000e+00,1.915232370228138123e-02,1.284200000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+00
7.537331909672783103e-01,7.966104445306549930e-01,1.000000000000000000e+00,2.513424581455389606e-01,2.978700000000000000e+04,1.000000000000000000e+00,0.000000000000000000e+00
4.241406880750789865e-01,4.018762052999878542e-01,3.000000000000000000e+00,2.812201993768396191e-01,3.201700000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+00
3.667924940175708581e-01,5.760990566912169708e-01,4.000000000000000000e+00,2.672974802024352114e-01,1.799000000000000000e+04,1.000000000000000000e+00,1.000000000000000000e+00
8.309983228427854085e-01,5.014558569466061044e-01,2.000000000000000000e+00,2.506920416213359593e-01,2.141200000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
2.396806413530503388e-01,8.503157372227541089e-01,3.000000000000000000e+00,8.936154119512773608e-02,3.326300000000000000e+04,1.000000000000000000e+00,0.000000000000000000e+00
9.323909027945358474e-01,8.844257001899289428e-01,3.000000000000000000e+00,1.032826178900307368e-01,1.407200000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+00
2.563266912987440249e-01,7.443305937260782379e-01,3.000000000000000000e+00,2.396096746459181748e-01,3.020600000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+00
5.584453212602934480e-01,4.934784535647569470e-01,2.000000000000000000e+00,8.874184914418285774e-02,2.746600000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
3.443301230191280204e-01,5.508849158331259321e-01,3.000000000000000000e+00,2.226224847109637972e-01,2.724000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00
1.664198829932675427e-01,7.620561903554288197e-01,1.000000000000000000e+00,2.873431480682967498e-01,2.734000000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+00
2.830590233457366267e-01,9.407553521829379317e-01,4.000000000000000000e+00,2.080515363269135054e-01,3.146700000000000000e+04,1.000000000000000000e+00,0.000000000000000000e+00
9.596649655509295052e-01,8.588446706067801584e-01,1.000000000000000000e+00,8.980459429074623412e-02,2.490900000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+00
8.528660696365868432e-01,9.447720795168687014e-01,1.000000000000000000e+00,1.910728114391014310e-01,2.672600000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+00
6.104837778303713325e-01,4.597531170348391205e-01,2.000000000000000000e+00,9.423915010199290787e-03,2.625100000000000000e+04,1.000000000000000000e+00,1.000000000000000000e+00
8.954989729960121103e-01,5.365904298546256834e-01,1.000000000000000000e+00,2.734711107815735454e-01,3.158300000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+00
9.131824257485718910e-01,5.112250009347606428e-01,4.000000000000000000e+00,2.900034113653786605e-01,4.345000000000000000e+03,1.000000000000000000e+00,0.000000000000000000e+00
2.313326430017456081e-01,7.925602556330608728e-01,1.000000000000000000e+00,2.707200476767585018e-01,3.442300000000000000e+04,1.000000000000000000e+00,1.000000000000000000e+00
4.311308151184353177e-01,9.622189405583660982e-01,3.000000000000000000e+00,1.682379506945989311e-01,3.568400000000000000e+04,1.000000000000000000e+00,0.000000000000000000e+00
6.995943672019807602e-01,4.513066175745797382e-01,3.000000000000000000e+00,3.155034704129865142e-02,8.727000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00
5.920713201417807658e-01,5.117926597246040821e-01,3.000000000000000000e+00,1.264358115758132672e-01,1.139900000000000000e+04,1.000000000000000000e+00,1.000000000000000000e+00
9.212948224250828988e-02,4.760085932699971711e-01,4.000000000000000000e+00,1.334796059968850757e-01,2.795200000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+00
9.936166732256168643e-01,8.214028217933311282e-01,3.000000000000000000e+00,1.988705754202083620e-01,1.737300000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
